COPY 1/60/130	TranskribusXML/p238.xml	N	C15163880	BARCUTUWHLEHXXSTZZSBWSDG
COPY 1/60/131	TranskribusXML/p239.xml	Y	C15163881	VTYXHZZNIFNBUAHHKQDBPYWD
COPY 1/60/131	TranskribusXML/p240.xml	N	C15163881	FRGDCJIDYPENHQQROEUJCBZC
COPY 1/60/132	TranskribusXML/p241.xml	Y	C15163882	IOXBOPFVZXULVJIKFWCQLXSD
COPY 1/60/133	TranskribusXML/p242.xml	Y	C15163883	ZMMEBLVPJAZSFEGJIGGIDOWY
COPY 1/60/134	TranskribusXML/p243.xml	N	C15163884	TRYAFGYVYEVILBMRUTGOTZMZ
COPY 1/60/135	TranskribusXML/p244.xml	Y	C15163885	BEAHEHYVFAAHLCDHDCKHQOOR
COPY 1/60/135	TranskribusXML/p245.xml	Y	C15163885	NMYTFNLUYOCNKQRCYKFJIEMX
COPY 1/60/136	TranskribusXML/p246.xml	Y	C15163886	PWPWOUZZFZRVNQVABXVKEJGS
COPY 1/60/136	TranskribusXML/p247.xml	N	C15163886	HCCFMQDXNROXSBTHASUFXSAT
COPY 1/60/137	TranskribusXML/p248.xml	Y	C15163887	ONOLKSEGTQHBIXNGLFSIOEFF
COPY 1/60/137	TranskribusXML/p249.xml	N	C15163887	TDEFMFWLFRHEUGJMCNVMTJEW
COPY 1/60/138	TranskribusXML/p250.xml	Y	C15163888	OAJQZGHOGPVODLJRMCDZRTMR
